Date,Company Id,Expenditure(In lakhs),Profit (In lakhs),Employee salary and benefits (In lakhs),liabilities (In lakhs),R and D expenses (In lakhs),CSR (In lakhs),Employees,Location,Taxes (In lakhs)
2021-04-01,1,196.767471,440.1096,18.225,28.8820846087237,16.3005,0.472391271798753,32,bangalore,73.0026387
2021-05-01,1,201.385162,440.1096,18.225,28.9213428715171,16.3005,0.472990132586131,31,hyderabad,71.6173314
2021-06-01,1,192.34903,441.2352,18.225,28.9400619794859,16.3005,0.471792850817097,31,hyderabad,74.665851
2021-07-01,1,195.676559,441.2352,18.225,29.0113410823714,16.3005,0.472245894864969,31,mumbai,73.6675923
2021-08-01,1,191.791122,441.2352,18.225,29.0647974887258,16.3005,0.471715439693426,31,bangalore,74.8332234
2021-09-01,1,193.375183,441.2352,18.225,29.1585896904879,16.3005,0.471934131231502,31,hyderabad,74.3580051
2021-10-01,1,192.961731,441.2352,18.225,29.2097476613524,16.3005,0.471877377874689,31,bangalore,74.4820407
2021-11-01,1,190.286758,443.4864,18.225,29.243940069888,16.3005,0.471504572168209,31,mumbai,75.9598926
2021-12-01,1,193.275558,444.612,18.225,29.3066868294918,16.3005,0.471920476954579,31,bangalore,75.4009326
2022-01-01,1,191.835953,444.612,18.225,29.3658979492151,16.3005,0.471721675802213,31,bangalore,75.8328141
2022-02-01,1,187.098709,444.612,18.225,29.6982687671434,16.3005,0.471047143111086,31,hyderabad,77.2539873
2022-03-01,1,181.808533,444.612,18.225,29.7026552493933,16.3005,0.470254805047845,31,hyderabad,78.8410401
2022-04-01,1,189.07132,444.612,18.225,29.8013526461777,16.3005,0.47133189331356,32,mumbai,76.662204
2022-05-01,1,185.056366,446.8632,18.225,29.8423274271846,16.3005,0.470746304904721,33,bangalore,78.5420502
2022-06-01,1,190.695221,447.9888,18.225,29.9766635709361,16.3005,0.471562136970586,33,hyderabad,77.1880737
2022-07-01,1,190.685272,449.1144,18.225,29.9937525445532,16.3005,0.47156073761891,33,bangalore,77.5287384
2022-08-01,1,186.241913,450.24,18.225,29.9968207897893,16.3005,0.470921693267932,33,mumbai,79.1994261
